locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCF_000182345.1_ASM18234v1_00994	CDS	540				hypothetical protein
GCF_000182345.1_ASM18234v1_00995	CDS	426				hypothetical protein
GCF_000182345.1_ASM18234v1_00996	CDS	495				hypothetical protein
GCF_000182345.1_ASM18234v1_00997	CDS	870	pdxY_1	2.7.1.35	COG2240	Pyridoxal kinase PdxY
GCF_000182345.1_ASM18234v1_00998	CDS	189				hypothetical protein
GCF_000182345.1_ASM18234v1_00999	CDS	1311	potE		COG0531	Putrescine transporter PotE
GCF_000182345.1_ASM18234v1_01000	CDS	2181	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
GCF_000182345.1_ASM18234v1_01001	CDS	480				hypothetical protein
GCF_000182345.1_ASM18234v1_01002	CDS	1197				hypothetical protein
GCF_000182345.1_ASM18234v1_01003	CDS	3990	pulA	3.2.1.41		Pullulanase
GCF_000182345.1_ASM18234v1_01004	CDS	1617				hypothetical protein
GCF_000182345.1_ASM18234v1_01005	CDS	1611	nplT	3.2.1.135		Neopullulanase
GCF_000182345.1_ASM18234v1_01006	CDS	507				hypothetical protein
GCF_000182345.1_ASM18234v1_01007	CDS	810				hypothetical protein
GCF_000182345.1_ASM18234v1_01008	CDS	1056	lamB		COG4580	Maltoporin
GCF_000182345.1_ASM18234v1_01009	CDS	1638	lon_2	3.4.21.53		Lon protease
GCF_000182345.1_ASM18234v1_01010	CDS	450	matP		COG3120	Macrodomain Ter protein
GCF_000182345.1_ASM18234v1_01011	CDS	312				hypothetical protein
GCF_000182345.1_ASM18234v1_01012	CDS	324				hypothetical protein
GCF_000182345.1_ASM18234v1_01013	CDS	267				hypothetical protein
GCF_000182345.1_ASM18234v1_01014	CDS	192				hypothetical protein
GCF_000182345.1_ASM18234v1_01015	CDS	297				hypothetical protein
GCF_000182345.1_ASM18234v1_01016	CDS	1818				hypothetical protein
GCF_000182345.1_ASM18234v1_01017	CDS	156				hypothetical protein
GCF_000182345.1_ASM18234v1_01018	CDS	312				hypothetical protein
GCF_000182345.1_ASM18234v1_01019	CDS	522				hypothetical protein
GCF_000182345.1_ASM18234v1_01020	CDS	453				hypothetical protein
GCF_000182345.1_ASM18234v1_01021	CDS	759				hypothetical protein
GCF_000182345.1_ASM18234v1_01022	CDS	129				hypothetical protein
GCF_000182345.1_ASM18234v1_01023	CDS	675				hypothetical protein
GCF_000182345.1_ASM18234v1_01024	CDS	1191	mcpA_2		COG0840	Methyl-accepting chemotaxis protein McpA
GCF_000182345.1_ASM18234v1_01025	CDS	216				hypothetical protein
GCF_000182345.1_ASM18234v1_01026	CDS	1368	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
GCF_000182345.1_ASM18234v1_01027	CDS	1065	degS	3.4.21.107	COG0265	Serine endoprotease DegS
GCF_000182345.1_ASM18234v1_01028	CDS	2286	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
GCF_000182345.1_ASM18234v1_01029	CDS	1881	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
GCF_000182345.1_ASM18234v1_01030	CDS	585				hypothetical protein
GCF_000182345.1_ASM18234v1_01031	CDS	807	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
GCF_000182345.1_ASM18234v1_01032	CDS	444				hypothetical protein
GCF_000182345.1_ASM18234v1_01033	CDS	651	nudF_1	3.6.1.13		ADP-ribose pyrophosphatase
GCF_000182345.1_ASM18234v1_01034	CDS	723	rsmF_1	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
GCF_000182345.1_ASM18234v1_01035	CDS	834	cvfB			Conserved virulence factor B
GCF_000182345.1_ASM18234v1_01036	CDS	1353				hypothetical protein
GCF_000182345.1_ASM18234v1_01037	CDS	498				hypothetical protein
GCF_000182345.1_ASM18234v1_01038	CDS	1053	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
GCF_000182345.1_ASM18234v1_01039	CDS	483				hypothetical protein
GCF_000182345.1_ASM18234v1_01040	CDS	921	cysG_1		COG0007	Siroheme synthase
GCF_000182345.1_ASM18234v1_01041	CDS	1029	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
GCF_000182345.1_ASM18234v1_01042	CDS	1206				hypothetical protein
GCF_000182345.1_ASM18234v1_01043	CDS	1098	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
GCF_000182345.1_ASM18234v1_01044	CDS	750	glnQ_1			Glutamine transport ATP-binding protein GlnQ
GCF_000182345.1_ASM18234v1_01045	CDS	393	rpsH		COG0096	30S ribosomal protein S8
GCF_000182345.1_ASM18234v1_01046	CDS	306	rpsN		COG0199	30S ribosomal protein S14
GCF_000182345.1_ASM18234v1_01047	CDS	540	rplE		COG0094	50S ribosomal protein L5
GCF_000182345.1_ASM18234v1_01048	CDS	969	ftsX		COG2177	Cell division protein FtsX
GCF_000182345.1_ASM18234v1_01049	CDS	675	ftsE		COG2884	Cell division ATP-binding protein FtsE
GCF_000182345.1_ASM18234v1_01050	CDS	1218	ftsY_1		COG0552	Signal recognition particle receptor FtsY
GCF_000182345.1_ASM18234v1_01051	CDS	600	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
GCF_000182345.1_ASM18234v1_01052	CDS	267				hypothetical protein
GCF_000182345.1_ASM18234v1_01053	CDS	585				hypothetical protein
GCF_000182345.1_ASM18234v1_01054	CDS	222				hypothetical protein
GCF_000182345.1_ASM18234v1_01055	CDS	621				hypothetical protein
GCF_000182345.1_ASM18234v1_01056	CDS	2007	prc	3.4.21.102	COG0793	Tail-specific protease
GCF_000182345.1_ASM18234v1_01057	CDS	702				hypothetical protein
GCF_000182345.1_ASM18234v1_01058	CDS	2607	pepN	3.4.11.2	COG0308	Aminopeptidase N
GCF_000182345.1_ASM18234v1_01059	CDS	4842	gdhB	1.4.1.2	COG2902	NAD-specific glutamate dehydrogenase
GCF_000182345.1_ASM18234v1_01060	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
GCF_000182345.1_ASM18234v1_01061	CDS	543	zapC			Cell division protein ZapC
GCF_000182345.1_ASM18234v1_01062	CDS	2124	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
GCF_000182345.1_ASM18234v1_01063	rRNA	737				16S ribosomal RNA (partial)
GCF_000182345.1_ASM18234v1_01064	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
GCF_000182345.1_ASM18234v1_01065	CDS	219	cspD		COG1278	Cold shock-like protein CspD
GCF_000182345.1_ASM18234v1_01066	CDS	2226	icd2	1.1.1.42		Isocitrate dehydrogenase [NADP] 2
GCF_000182345.1_ASM18234v1_01067	CDS	717				hypothetical protein
GCF_000182345.1_ASM18234v1_01068	CDS	654				hypothetical protein
GCF_000182345.1_ASM18234v1_01069	CDS	984				hypothetical protein
GCF_000182345.1_ASM18234v1_01070	CDS	1143	dinG_3	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
GCF_000182345.1_ASM18234v1_01071	CDS	879	dinG_4	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
GCF_000182345.1_ASM18234v1_01072	CDS	594	yfcA_1		COG0730	putative membrane transporter protein YfcA
GCF_000182345.1_ASM18234v1_01073	CDS	150				hypothetical protein
GCF_000182345.1_ASM18234v1_01074	CDS	546	priC		COG3923	Primosomal replication protein N''
GCF_000182345.1_ASM18234v1_01075	CDS	165				hypothetical protein
GCF_000182345.1_ASM18234v1_01076	CDS	807	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
GCF_000182345.1_ASM18234v1_01077	CDS	2721	impA	3.4.24.-		Immunomodulating metalloprotease
GCF_000182345.1_ASM18234v1_01078	CDS	678	hisM		COG4160	Histidine transport system permease protein HisM
GCF_000182345.1_ASM18234v1_01079	CDS	741	hisQ		COG4215	Histidine transport system permease protein HisQ
GCF_000182345.1_ASM18234v1_01080	CDS	771	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
GCF_000182345.1_ASM18234v1_01081	CDS	771	occP			Octopine permease ATP-binding protein P
GCF_000182345.1_ASM18234v1_01082	CDS	1461				hypothetical protein
GCF_000182345.1_ASM18234v1_01083	CDS	1548				hypothetical protein
GCF_000182345.1_ASM18234v1_01084	CDS	2277	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
GCF_000182345.1_ASM18234v1_01085	CDS	978				hypothetical protein
GCF_000182345.1_ASM18234v1_01086	CDS	741	pflA_1	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
GCF_000182345.1_ASM18234v1_01087	CDS	669				hypothetical protein
GCF_000182345.1_ASM18234v1_01088	CDS	501				hypothetical protein
GCF_000182345.1_ASM18234v1_01089	CDS	1992				hypothetical protein
GCF_000182345.1_ASM18234v1_01090	CDS	1272				hypothetical protein
GCF_000182345.1_ASM18234v1_01091	CDS	1560				hypothetical protein
GCF_000182345.1_ASM18234v1_01092	CDS	756	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
GCF_000182345.1_ASM18234v1_01093	CDS	180				hypothetical protein
GCF_000182345.1_ASM18234v1_01094	CDS	1008	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
GCF_000182345.1_ASM18234v1_01095	CDS	1749	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
GCF_000182345.1_ASM18234v1_01096	CDS	2259				hypothetical protein
GCF_000182345.1_ASM18234v1_01097	CDS	510				hypothetical protein
GCF_000182345.1_ASM18234v1_01098	CDS	1245	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
GCF_000182345.1_ASM18234v1_01099	CDS	708	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
GCF_000182345.1_ASM18234v1_01100	CDS	1209	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
GCF_000182345.1_ASM18234v1_01101	CDS	570				hypothetical protein
GCF_000182345.1_ASM18234v1_01102	CDS	3462	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
GCF_000182345.1_ASM18234v1_01103	CDS	768				hypothetical protein
GCF_000182345.1_ASM18234v1_01104	CDS	549	ydaF_1	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
GCF_000182345.1_ASM18234v1_01105	CDS	1290	ndh	1.6.99.3	COG1252	NADH dehydrogenase
GCF_000182345.1_ASM18234v1_01106	CDS	540				hypothetical protein
GCF_000182345.1_ASM18234v1_01107	CDS	882	thiK	2.7.1.89		Thiamine kinase
GCF_000182345.1_ASM18234v1_01108	CDS	591	lpoB			Penicillin-binding protein activator LpoB
GCF_000182345.1_ASM18234v1_01109	CDS	393				hypothetical protein
GCF_000182345.1_ASM18234v1_01110	CDS	1398				hypothetical protein
GCF_000182345.1_ASM18234v1_01111	CDS	351		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
GCF_000182345.1_ASM18234v1_01112	CDS	1992				hypothetical protein
GCF_000182345.1_ASM18234v1_01113	CDS	1161				hypothetical protein
GCF_000182345.1_ASM18234v1_01114	CDS	759	udp_1	2.4.2.3	COG2820	Uridine phosphorylase
GCF_000182345.1_ASM18234v1_01115	CDS	2307	zntA	3.6.3.3		Zinc/cadmium/lead-transporting P-type ATPase
GCF_000182345.1_ASM18234v1_01116	CDS	420	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
GCF_000182345.1_ASM18234v1_01117	CDS	1620				hypothetical protein
GCF_000182345.1_ASM18234v1_01118	CDS	324			COG1146	Ferredoxin 1
GCF_000182345.1_ASM18234v1_01119	CDS	735	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
GCF_000182345.1_ASM18234v1_01120	CDS	2004				hypothetical protein
GCF_000182345.1_ASM18234v1_01121	CDS	744				hypothetical protein
GCF_000182345.1_ASM18234v1_01122	CDS	303				DNA base-flipping protein
GCF_000182345.1_ASM18234v1_01123	CDS	435				hypothetical protein
GCF_000182345.1_ASM18234v1_01124	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
GCF_000182345.1_ASM18234v1_01125	CDS	3045				hypothetical protein
GCF_000182345.1_ASM18234v1_01126	CDS	480	decR		COG1522	DNA-binding transcriptional activator DecR
GCF_000182345.1_ASM18234v1_01127	CDS	1095	cysK_1	2.5.1.47		Cysteine synthase
GCF_000182345.1_ASM18234v1_01128	CDS	360				hypothetical protein
GCF_000182345.1_ASM18234v1_01129	CDS	576				hypothetical protein
GCF_000182345.1_ASM18234v1_01130	CDS	198				hypothetical protein
GCF_000182345.1_ASM18234v1_01131	CDS	3114	bepE_1			Efflux pump membrane transporter BepE
GCF_000182345.1_ASM18234v1_01132	CDS	852	mdtA_1			Multidrug resistance protein MdtA
GCF_000182345.1_ASM18234v1_01133	CDS	312				hypothetical protein
GCF_000182345.1_ASM18234v1_01134	CDS	681	mutH		COG3066	DNA mismatch repair protein MutH
GCF_000182345.1_ASM18234v1_01135	CDS	474	rplA		COG0081	50S ribosomal protein L1
GCF_000182345.1_ASM18234v1_01136	CDS	489	rplJ		COG0244	50S ribosomal protein L10
GCF_000182345.1_ASM18234v1_01137	CDS	369	rplL		COG0222	50S ribosomal protein L7/L12
GCF_000182345.1_ASM18234v1_01138	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
GCF_000182345.1_ASM18234v1_01139	CDS	4203	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
GCF_000182345.1_ASM18234v1_01140	CDS	486	rsd		COG3160	Regulator of sigma D
GCF_000182345.1_ASM18234v1_01141	CDS	783	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
GCF_000182345.1_ASM18234v1_01142	CDS	492				hypothetical protein
GCF_000182345.1_ASM18234v1_01143	CDS	744				hypothetical protein
GCF_000182345.1_ASM18234v1_01144	CDS	1068	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
GCF_000182345.1_ASM18234v1_01145	CDS	573				hypothetical protein
GCF_000182345.1_ASM18234v1_01146	CDS	924	ghrA	1.1.1.81		Glyoxylate/hydroxypyruvate reductase A
GCF_000182345.1_ASM18234v1_01147	CDS	588			COG3068	putative protein
GCF_000182345.1_ASM18234v1_01148	CDS	1128				hypothetical protein
GCF_000182345.1_ASM18234v1_01149	CDS	276	hupA			DNA-binding protein HU-alpha
GCF_000182345.1_ASM18234v1_01150	CDS	1296				hypothetical protein
GCF_000182345.1_ASM18234v1_01151	CDS	1605				hypothetical protein
GCF_000182345.1_ASM18234v1_01152	CDS	2646				hypothetical protein
GCF_000182345.1_ASM18234v1_01153	CDS	429				hypothetical protein
GCF_000182345.1_ASM18234v1_01154	CDS	237				hypothetical protein
GCF_000182345.1_ASM18234v1_01155	CDS	2367				hypothetical protein
GCF_000182345.1_ASM18234v1_01156	CDS	1359				hypothetical protein
GCF_000182345.1_ASM18234v1_01157	CDS	1134				hypothetical protein
GCF_000182345.1_ASM18234v1_01158	CDS	1218				hypothetical protein
GCF_000182345.1_ASM18234v1_01159	CDS	1494				hypothetical protein
GCF_000182345.1_ASM18234v1_01160	CDS	732				hypothetical protein
GCF_000182345.1_ASM18234v1_01161	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
GCF_000182345.1_ASM18234v1_01162	CDS	1593	purH		COG0138	Bifunctional purine biosynthesis protein PurH
GCF_000182345.1_ASM18234v1_01163	CDS	399	zntR_2		COG0789	HTH-type transcriptional regulator ZntR
GCF_000182345.1_ASM18234v1_01164	CDS	1569	cadC		COG3710	Transcriptional activator CadC
GCF_000182345.1_ASM18234v1_01165	CDS	1344	cadB		COG0531	putative cadaverine/lysine antiporter
GCF_000182345.1_ASM18234v1_01166	CDS	2136	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
GCF_000182345.1_ASM18234v1_01167	CDS	438	yebC		COG0217	putative transcriptional regulatory protein YebC
GCF_000182345.1_ASM18234v1_01168	CDS	1083	mrdB_2	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
GCF_000182345.1_ASM18234v1_01169	CDS	669				hypothetical protein
GCF_000182345.1_ASM18234v1_01170	CDS	699	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
GCF_000182345.1_ASM18234v1_01171	CDS	1269	macB_1	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
GCF_000182345.1_ASM18234v1_01172	CDS	774				hypothetical protein
GCF_000182345.1_ASM18234v1_01173	CDS	1341				hypothetical protein
GCF_000182345.1_ASM18234v1_01174	CDS	1032				hypothetical protein
GCF_000182345.1_ASM18234v1_01175	CDS	792	btsR_1		COG3279	Transcriptional regulatory protein BtsR
GCF_000182345.1_ASM18234v1_01176	CDS	636				hypothetical protein
GCF_000182345.1_ASM18234v1_01177	CDS	495	ppiB_1	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
GCF_000182345.1_ASM18234v1_01178	CDS	1662	mcpP		COG0840	Methyl-accepting chemotaxis protein McpP
GCF_000182345.1_ASM18234v1_01179	CDS	387				hypothetical protein
GCF_000182345.1_ASM18234v1_01180	CDS	828				hypothetical protein
GCF_000182345.1_ASM18234v1_01181	CDS	639	cat_1	2.3.1.28	COG0110	Chloramphenicol acetyltransferase
GCF_000182345.1_ASM18234v1_01182	CDS	1236	gltS_1		COG0786	Sodium/glutamate symporter
GCF_000182345.1_ASM18234v1_01183	CDS	834				hypothetical protein
GCF_000182345.1_ASM18234v1_01184	CDS	858	ytrB		COG1131	ABC transporter ATP-binding protein YtrB
GCF_000182345.1_ASM18234v1_01185	CDS	372				hypothetical protein
GCF_000182345.1_ASM18234v1_01186	CDS	1227	gltS_2		COG0786	Sodium/glutamate symporter
GCF_000182345.1_ASM18234v1_01187	CDS	867				hypothetical protein
GCF_000182345.1_ASM18234v1_01188	CDS	801	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
GCF_000182345.1_ASM18234v1_01189	CDS	252				hypothetical protein
GCF_000182345.1_ASM18234v1_01190	CDS	447	yeiP		COG0231	Elongation factor P-like protein
GCF_000182345.1_ASM18234v1_01191	CDS	321				hypothetical protein
GCF_000182345.1_ASM18234v1_01192	CDS	939	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
GCF_000182345.1_ASM18234v1_01193	CDS	711				hypothetical protein
GCF_000182345.1_ASM18234v1_01194	CDS	621	yciO		COG0009	putative protein YciO
GCF_000182345.1_ASM18234v1_01195	CDS	858	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
GCF_000182345.1_ASM18234v1_01196	CDS	1626	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
GCF_000182345.1_ASM18234v1_01197	CDS	591	trpGD_1		COG0512	Bifunctional protein TrpGD
GCF_000182345.1_ASM18234v1_01198	CDS	999	trpGD_2		COG0512	Bifunctional protein TrpGD
GCF_000182345.1_ASM18234v1_01199	CDS	513	trpC_1		COG0134	Tryptophan biosynthesis protein TrpCF
GCF_000182345.1_ASM18234v1_01200	CDS	903	trpC_2		COG0134	Tryptophan biosynthesis protein TrpCF
GCF_000182345.1_ASM18234v1_01201	CDS	1191	trpB_2	4.2.1.20	COG0133	Tryptophan synthase beta chain
GCF_000182345.1_ASM18234v1_01202	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
GCF_000182345.1_ASM18234v1_01203	CDS	693	crp_1		COG0664	cAMP-activated global transcriptional regulator CRP
GCF_000182345.1_ASM18234v1_01204	CDS	1542	lcfB	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
GCF_000182345.1_ASM18234v1_01205	CDS	1254	gltP_2		COG1301	Proton/glutamate-aspartate symporter
GCF_000182345.1_ASM18234v1_01206	CDS	1182	luxM	2.3.1.184		Acyl-homoserine-lactone synthase LuxM
GCF_000182345.1_ASM18234v1_01207	CDS	2337	luxN	2.7.13.3		Autoinducer 1 sensor kinase/phosphatase LuxN
GCF_000182345.1_ASM18234v1_01208	CDS	132				hypothetical protein
GCF_000182345.1_ASM18234v1_01209	CDS	243				hypothetical protein
GCF_000182345.1_ASM18234v1_01210	CDS	564	yciB		COG2917	putative intracellular septation protein A
GCF_000182345.1_ASM18234v1_01211	CDS	396		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
GCF_000182345.1_ASM18234v1_01212	CDS	297	yciI		COG2350	Protein YciI
GCF_000182345.1_ASM18234v1_01213	CDS	393				hypothetical protein
GCF_000182345.1_ASM18234v1_01214	CDS	2283	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
GCF_000182345.1_ASM18234v1_01215	CDS	912	metR			HTH-type transcriptional regulator MetR
GCF_000182345.1_ASM18234v1_01216	CDS	201				hypothetical protein
GCF_000182345.1_ASM18234v1_01217	CDS	687				hypothetical protein
GCF_000182345.1_ASM18234v1_01218	CDS	2457				hypothetical protein
GCF_000182345.1_ASM18234v1_01219	CDS	2334				hypothetical protein
GCF_000182345.1_ASM18234v1_01220	CDS	2097	mcpU		COG0840	Methyl-accepting chemotaxis protein McpU
GCF_000182345.1_ASM18234v1_01221	CDS	678	cusR		COG0745	Transcriptional regulatory protein CusR
GCF_000182345.1_ASM18234v1_01222	CDS	1305				hypothetical protein
GCF_000182345.1_ASM18234v1_01223	CDS	1239				hypothetical protein
GCF_000182345.1_ASM18234v1_01224	CDS	963				hypothetical protein
GCF_000182345.1_ASM18234v1_01225	CDS	543				hypothetical protein
GCF_000182345.1_ASM18234v1_01226	CDS	861	argP_3			HTH-type transcriptional regulator ArgP
GCF_000182345.1_ASM18234v1_01227	CDS	1065	yiaV_1		COG1566	Inner membrane protein YiaV
GCF_000182345.1_ASM18234v1_01228	CDS	1020				hypothetical protein
GCF_000182345.1_ASM18234v1_01229	CDS	1029	xecA1	4.4.1.23		2-hydroxypropyl-CoM lyase
GCF_000182345.1_ASM18234v1_01230	CDS	975				hypothetical protein
GCF_000182345.1_ASM18234v1_01231	CDS	915	rhaR_2			HTH-type transcriptional activator RhaR
GCF_000182345.1_ASM18234v1_01232	CDS	525	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
GCF_000182345.1_ASM18234v1_01233	CDS	720	yknY_3	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
GCF_000182345.1_ASM18234v1_01234	CDS	1284	macB_2	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
GCF_000182345.1_ASM18234v1_01235	CDS	1215	macB_3	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
GCF_000182345.1_ASM18234v1_01236	CDS	1272	tolC_1		COG1538	Outer membrane protein TolC
GCF_000182345.1_ASM18234v1_01237	CDS	1134	macA_1		COG0845	Macrolide export protein MacA
GCF_000182345.1_ASM18234v1_01238	CDS	561				hypothetical protein
GCF_000182345.1_ASM18234v1_01239	CDS	426				hypothetical protein
GCF_000182345.1_ASM18234v1_01240	CDS	705	menG	2.1.1.163		Demethylmenaquinone methyltransferase
GCF_000182345.1_ASM18234v1_01241	CDS	633	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
GCF_000182345.1_ASM18234v1_01242	CDS	534				hypothetical protein
GCF_000182345.1_ASM18234v1_01243	CDS	516	resA			Thiol-disulfide oxidoreductase ResA
GCF_000182345.1_ASM18234v1_01244	CDS	2112	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
GCF_000182345.1_ASM18234v1_01245	CDS	399				hypothetical protein
GCF_000182345.1_ASM18234v1_01246	CDS	897	dmlR_2			HTH-type transcriptional regulator DmlR
GCF_000182345.1_ASM18234v1_01247	CDS	612	ttrR_1		COG4566	Tetrathionate response regulatory protein TtrR
GCF_000182345.1_ASM18234v1_01248	CDS	1836	ttrS_1	2.7.13.3	COG0642	Tetrathionate sensor histidine kinase TtrS
GCF_000182345.1_ASM18234v1_01249	CDS	768	ttrB		COG0437	Tetrathionate reductase subunit B
GCF_000182345.1_ASM18234v1_01250	CDS	1131	ttrC			Tetrathionate reductase subunit C
GCF_000182345.1_ASM18234v1_01251	CDS	3093	ttrA	1.8.-.-	COG0243	Tetrathionate reductase subunit A
GCF_000182345.1_ASM18234v1_01252	CDS	612				Cytochrome c4
GCF_000182345.1_ASM18234v1_01253	CDS	1053	tsdA	1.8.2.2	COG3258	Thiosulfate dehydrogenase
GCF_000182345.1_ASM18234v1_01254	CDS	1332	pqiA		COG2995	Intermembrane transport protein PqiA
GCF_000182345.1_ASM18234v1_01255	CDS	1647	pqiB		COG3008	Intermembrane transport protein PqiB
GCF_000182345.1_ASM18234v1_01256	CDS	579	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
GCF_000182345.1_ASM18234v1_01257	CDS	1725	arnT	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
GCF_000182345.1_ASM18234v1_01258	CDS	669				hypothetical protein
GCF_000182345.1_ASM18234v1_01259	CDS	750	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
GCF_000182345.1_ASM18234v1_01260	CDS	1011	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
GCF_000182345.1_ASM18234v1_01261	CDS	240				hypothetical protein
GCF_000182345.1_ASM18234v1_01262	CDS	2001				hypothetical protein
GCF_000182345.1_ASM18234v1_01263	CDS	702	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
GCF_000182345.1_ASM18234v1_01264	CDS	1176	lapB		COG2956	Lipopolysaccharide assembly protein B
GCF_000182345.1_ASM18234v1_01265	CDS	831	folP	2.5.1.15	COG0294	Dihydropteroate synthase
GCF_000182345.1_ASM18234v1_01266	CDS	1341	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
GCF_000182345.1_ASM18234v1_01267	CDS	246				hypothetical protein
GCF_000182345.1_ASM18234v1_01268	CDS	339	secG		COG1314	Protein-export membrane protein SecG
GCF_000182345.1_ASM18234v1_01269	tRNA	84				tRNA-Leu(gag)
GCF_000182345.1_ASM18234v1_01270	tRNA	77				tRNA-Met(cat)
GCF_000182345.1_ASM18234v1_01271	CDS	456	rimP		COG0779	Ribosome maturation factor RimP
GCF_000182345.1_ASM18234v1_01272	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
GCF_000182345.1_ASM18234v1_01273	CDS	2718	infB		COG0532	Translation initiation factor IF-2
GCF_000182345.1_ASM18234v1_01274	CDS	396	rbfA		COG0858	Ribosome-binding factor A
GCF_000182345.1_ASM18234v1_01275	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
GCF_000182345.1_ASM18234v1_01276	CDS	270	rpsO		COG0184	30S ribosomal protein S15
GCF_000182345.1_ASM18234v1_01277	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
GCF_000182345.1_ASM18234v1_01278	CDS	921	nlpI		COG4785	Lipoprotein NlpI
GCF_000182345.1_ASM18234v1_01279	CDS	414	slyA_1			Transcriptional regulator SlyA
GCF_000182345.1_ASM18234v1_01280	CDS	1347	mepA_2		COG0534	Multidrug export protein MepA
GCF_000182345.1_ASM18234v1_01281	CDS	891				hypothetical protein
GCF_000182345.1_ASM18234v1_01282	CDS	1014	yhbU	3.4.-.-	COG0826	putative protease YhbU
GCF_000182345.1_ASM18234v1_01283	CDS	2040				hypothetical protein
GCF_000182345.1_ASM18234v1_01284	CDS	528	ubiJ_1			Ubiquinone biosynthesis accessory factor UbiJ
GCF_000182345.1_ASM18234v1_01285	CDS	504				hypothetical protein
