Biosample_ID,Isolation_Source,Host_Source,Description_Source,Label,genome_ID
SAMN03358826,oyster,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001727245.1_ASM172724v1
SAMN02368274,oyster,Missing,Pathogen sample from Vibrio parahaemolyticus,Non_clinical,GCF_001727265.1_ASM172726v1
SAMN03358825,oyster,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001727275.1_ASM172727v1
SAMN02368275,oyster,Missing,Pathogen sample from Vibrio parahaemolyticus,Non_clinical,GCF_001727295.1_ASM172729v1
SAMN02368276,oyster,Missing,Pathogen sample from Vibrio parahaemolyticus,Non_clinical,GCF_001727305.1_ASM172730v1
SAMN02368277,oyster,Missing,Pathogen sample from Vibrio parahaemolyticus,Non_clinical,GCF_001727345.1_ASM172734v1
SAMN02368278,wound,Missing,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727365.1_ASM172736v1
SAMN02368325,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727385.1_ASM172738v1
SAMN02368318,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727395.1_ASM172739v1
SAMN02368319,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727405.1_ASM172740v1
SAMN02368326,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727465.1_ASM172746v1
SAMN02368315,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727485.1_ASM172748v1
SAMN02368314,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727505.1_ASM172750v1
SAMN02368328,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727565.1_ASM172756v1
SAMN02368312,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727575.1_ASM172757v1
SAMN02368324,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727585.1_ASM172758v1
SAMN02368311,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727625.1_ASM172762v1
SAMN03358834,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001727645.1_ASM172764v1
SAMN02368310,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727655.1_ASM172765v1
SAMN02368320,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727665.1_ASM172766v1
SAMN02368329,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727705.1_ASM172770v1
SAMN02368279,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727725.1_ASM172772v1
SAMN02368280,wound,Missing,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727735.1_ASM172773v1
SAMN02368281,wound,Missing,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727745.1_ASM172774v1
SAMN02368282,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727775.1_ASM172777v1
SAMN03358827,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001727805.1_ASM172780v1
SAMN03358828,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001727815.1_ASM172781v1
SAMN03358829,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001727825.1_ASM172782v1
SAMN02368283,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727845.1_ASM172784v1
SAMN02368284,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727885.1_ASM172788v1
SAMN03358830,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001727895.1_ASM172789v1
SAMN02368287,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727915.1_ASM172791v1
SAMN03358831,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001727965.1_ASM172796v1
SAMN02368288,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727975.1_ASM172797v1
SAMN02368290,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001727995.1_ASM172799v1
SAMN02368289,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728005.1_ASM172800v1
SAMN02368291,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728045.1_ASM172804v1
SAMN02368292,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728065.1_ASM172806v1
SAMN02368293,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728085.1_ASM172808v1
SAMN02368297,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728135.1_ASM172813v1
SAMN02368298,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728155.1_ASM172815v1
SAMN02368299,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728175.1_ASM172817v1
SAMN02368300,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728205.1_ASM172820v1
SAMN02368303,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728255.1_ASM172825v1
SAMN02368304,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728275.1_ASM172827v1
SAMN02368306,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728325.1_ASM172832v1
SAMN02368307,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728335.1_ASM172833v1
SAMN02368308,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728345.1_ASM172834v1
SAMN03358832,missing,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001728375.1_ASM172837v1
SAMN02368309,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728405.1_ASM172840v1
SAMN03358833,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001728415.1_ASM172841v1
SAMN02368321,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728425.1_ASM172842v1
SAMN02368322,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728465.1_ASM172846v1
SAMN02368323,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728485.1_ASM172848v1
SAMN02368330,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728495.1_ASM172849v1
SAMN02368332,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728505.1_ASM172850v1
SAMN02368331,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728545.1_ASM172854v1
SAMN03358835,missing,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001728565.1_ASM172856v1
SAMN02368335,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728575.1_ASM172857v1
SAMN02368333,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728585.1_ASM172858v1
SAMN02368334,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728625.1_ASM172862v1
SAMN02368336,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728645.1_ASM172864v1
SAMN03358836,missing,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001728655.1_ASM172865v1
SAMN03358837,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001728665.1_ASM172866v1
SAMN02368339,stool,Homo sapiens,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728695.1_ASM172869v1
SAMN02368340,wound,Missing,Pathogen sample from Vibrio parahaemolyticus,Clinical,GCF_001728725.1_ASM172872v1
SAMN03358838,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001728745.1_ASM172874v1
SAMN03358839,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001728755.1_ASM172875v1
SAMN03701448,patient,Homo sapiens,Microbe sample from Vibrio parahaemolyticus,Clinical,GCF_001758605.1_ASM175860v1
SAMN05194681,isolation_source_NA,clam,Vibrio parahaemolyticus 06-043 environmental isolate,Non_clinical,GCF_001856035.1_ASM185603v1
SAMN05386387,missing,Penaeus sp.,Vibrio parahaemolyticus CAIM 1772,Non_clinical,GCF_001856105.1_ASM185610v1
SAMN04241617,Crab Marinated in Soy Sauce,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001879585.1_ASM187958v1
SAMN04285689,sea-bass,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001887055.1_ASM188705v1
SAMN05935533,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895345.1_ASM189534v1
SAMN05935541,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895355.1_ASM189535v1
SAMN05935538,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895365.1_ASM189536v1
SAMN05935534,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895425.1_ASM189542v1
SAMN05935536,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895435.1_ASM189543v1
SAMN05935537,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895445.1_ASM189544v1
SAMN05935539,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895465.1_ASM189546v1
SAMN05935522,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895505.1_ASM189550v1
SAMN05935527,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895515.1_ASM189551v1
SAMN05935532,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895525.1_ASM189552v1
SAMN05935531,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895535.1_ASM189553v1
SAMN05935525,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895585.1_ASM189558v1
SAMN05935535,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895595.1_ASM189559v1
SAMN05935523,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895615.1_ASM189561v1
SAMN05935540,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895635.1_ASM189563v1
SAMN05935524,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895665.1_ASM189566v1
SAMN05935528,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895685.1_ASM189568v1
SAMN05935529,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895695.1_ASM189569v1
SAMN05935526,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895705.1_ASM189570v1
SAMN05935530,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001895745.1_ASM189574v1
SAMN05727869,clinical,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001901565.1_ASM190156v1
SAMN06143023,shrimp,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001913695.1_ASM191369v1
SAMN06162268,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001913735.1_ASM191373v1
SAMN06163187,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001913745.1_ASM191374v1
SAMN06166873,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001913775.1_ASM191377v1
SAMN06161545,fish,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_001913785.1_ASM191378v1
SAMN06169820,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_001921805.1_ASM192180v1
SAMN05977307,wound,host_source_NA,Vibrio parahaemolyticus wound isolate tlh PCR negative V12/023,Clinical,GCF_001951115.1_ASM195111v1
SAMN02368268,oyster,Missing,Pathogen sample from Vibrio parahaemolyticus,Non_clinical,GCF_001975475.1_ASM197547v1
SAMN06061934,shrimp pond,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_001996365.2_ASM199636v2
SAMN06076928,missing,Homo sapiens,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Clinical,GCF_001998785.1_ASM199878v1
SAMN06066407,aquaculture pond,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002013995.1_ASM201399v1
SAMN06066420,aquaculture pond,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002014005.1_ASM201400v1
SAMN06066439,aquaculture pond,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002014015.1_ASM201401v1
SAMN06066428,aquaculture pond,host_source_NA,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002014055.1_ASM201405v1
SAMN05858282,isolation_source_NA,Mussels,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002018535.1_ASM201853v1
SAMN05858283,isolation_source_NA,Mussels,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002018555.1_ASM201855v1
SAMN05858281,isolation_source_NA,Mussels,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002018615.1_ASM201861v1
SAMN05858273,sample from a sick person,Homo sapiens,Microbe sample from Vibrio parahaemolyticus strain PMA37.5,Clinical,GCF_002018625.1_ASM201862v1
SAMN05858275,isolation_source_NA,Mussels,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002018635.1_ASM201863v1
SAMN05858274,isolation_source_NA,Mussels,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002018645.1_ASM201864v1
SAMN05858280,isolation_source_NA,Mussels,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002018695.1_ASM201869v1
SAMN05858278,isolation_source_NA,Mussels,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002018705.1_ASM201870v1
SAMN05858277,isolation_source_NA,Mussels,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002018725.1_ASM201872v1
SAMN05858276,isolation_source_NA,Mussels,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002018735.1_ASM201873v1
SAMN05858279,isolation_source_NA,Mussels,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002018775.1_ASM201877v1
SAMN06115936,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002072835.1_ASM207283v1
SAMN02741353,environment,missing,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_002072845.1_W90A-a
SAMN06115931,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002072875.1_ASM207287v1
SAMN02741352,environment,missing,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_002072885.1_JJ21-1Ca
SAMN01816334,Atlantic coast,host_source_NA,"Pathogen bacterial, environmental sample from Vibrio parahaemolyticus O4:K55 str. NY3547",Non_clinical,GCF_002072925.1_NY3547
SAMN03465090,missing,Homo sapiens,Microbe sample from Vibrio parahaemolyticus VN-0028,Clinical,GCF_002072975.1_ASM207297v1
SAMN03470168,missing,Homo sapiens,Microbe sample from Vibrio parahaemolyticus VN-0029,Clinical,GCF_002072985.1_ASM207298v1
SAMN03470181,missing,mussel,Microbe sample from Vibrio parahaemolyticus VN-0293,Non_clinical,GCF_002073005.1_ASM207300v1
SAMN03470171,missing,mussel,Microbe sample from Vibrio parahaemolyticus VN-5003,Non_clinical,GCF_002073025.1_ASM207302v1
SAMN04875528,human,female,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002073775.2_ASM207377v2
SAMN06546663,stomach,Penaeus vannamei,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_002114585.1_ASM211458v1
SAMN06546662,hemolymph,Penaeus vannamei,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_002114595.1_ASM211459v1
SAMN06546664,hepatopancrease,Penaeus vannamei,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Non_clinical,GCF_002114605.1_ASM211460v1
SAMN05301360,unknown,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus st. 04-2548,Clinical,GCF_002144515.1_ASM214451v1
SAMN05301458,unknown,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus st. 04-2548,Clinical,GCF_002144535.1_ASM214453v1
SAMN05301461,unknown,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus st. 09-3216,Clinical,GCF_002144555.1_ASM214455v1
SAMN05301460,unknown,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus st. 09-3216,Clinical,GCF_002144575.1_ASM214457v1
SAMN05301462,unknown,Mollusc,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus st. HS-13-1,Non_clinical,GCF_002144585.1_ASM214458v1
SAMN05301509,Mollusc,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus st. HS-06-05,Non_clinical,GCF_002144625.1_ASM214462v1
SAMN06490120,stomach,Penaeus vannamei,Microbe sample from Vibrio parahaemolyticus,Non_clinical,GCF_002144645.1_ASM214464v1
SAMN06112607,Stewed chicken,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_002150155.1_ASM215015v1
SAMN06110496,Stewed chicken,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_002150175.1_ASM215017v1
SAMN06110481,Stewed meat,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_002150185.1_ASM215018v1
SAMN06131432,Roast duck,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_002150315.1_ASM215031v1
SAMN06130233,Cold noodle,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_002150335.1_ASM215033v1
SAMN06169655,feces,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002150465.1_ASM215046v1
SAMN06134384,shrimp,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_002153875.1_ASM215387v1
SAMN06134688,Frozen shrimp,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_002153895.1_ASM215389v1
SAMN06133346,Plain boiled chicken,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_002153925.1_ASM215392v1
SAMN06127921,Cold noodle,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_002153945.1_ASM215394v1
SAMN06158907,Grouper fish,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_002153975.1_ASM215397v1
SAMN06140976,Grouper fish,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_002154015.1_ASM215401v1
SAMN06161405,shrimp,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_002154055.1_ASM215405v1
SAMN03945131,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198055.1_ASM219805v1
SAMN03945132,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198075.1_ASM219807v1
SAMN03945135,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198135.1_ASM219813v1
SAMN03945136,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198175.1_ASM219817v1
SAMN03945137,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198185.1_ASM219818v1
SAMN03945129,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198195.1_ASM219819v1
SAMN03945128,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198215.1_CDC_K5280
SAMN03945139,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198255.1_ASM219825v1
SAMN03945130,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198275.1_ASM219827v1
SAMN03945133,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198295.1_ASM219829v1
SAMN03945138,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198305.1_ASM219830v1
SAMN03945134,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198335.1_ASM219833v1
SAMN03945143,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198355.1_ASM219835v1
SAMN03945140,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198375.1_ASM219837v1
SAMN03945146,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198395.1_ASM219839v1
SAMN03945141,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198415.1_ASM219841v1
SAMN03945144,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198435.1_ASM219843v1
SAMN03945151,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198445.1_ASM219844v1
SAMN03945148,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198475.1_ASM219847v1
SAMN03945142,stool,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198485.1_ASM219848v1
SAMN03945145,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198515.1_ASM219851v1
SAMN03945147,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198525.1_ASM219852v1
SAMN03945149,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198555.1_ASM219855v1
SAMN03945150,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198565.1_ASM219856v1
SAMN03945152,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198575.1_ASM219857v1
SAMN03945153,missing,missing,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002198615.1_ASM219861v1
SAMN05578009,not applicable,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002209595.1_ASM220959v1
SAMN05578011,not applicable,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002209605.1_ASM220960v1
SAMN05578012,not applicable,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002209625.1_ASM220962v1
SAMN05578010,not applicable,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002209665.1_ASM220966v1
SAMN05578013,not applicable,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002209675.1_ASM220967v1
SAMN05578015,not applicable,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002209685.1_ASM220968v1
SAMN05579852,not applicable,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002209725.2_ASM220972v2
SAMN05578016,not applicable,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002209735.1_ASM220973v1
SAMN05578014,not applicable,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002209765.1_ASM220976v1
SAMN05578017,not applicable,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002209775.1_ASM220977v1
SAMN05578018,not applicable,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002209785.1_ASM220978v1
SAMN05578019,not applicable,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002210265.1_ASM221026v1
SAMN06042546,stool,gastroenteritis,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002220905.1_ASM222090v1
SAMN06042543,oyster,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_002220915.1_ASM222091v1
SAMN06042541,water,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_002220925.1_ASM222092v1
SAMN06042542,oyster,host_source_NA,Pathogen: environmental/food/other sample from Vibrio parahaemolyticus,Non_clinical,GCF_002220935.1_ASM222093v1
SAMN06042545,stool,gastroenteritis,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002220985.3_HGAP
SAMN06042547,stool,gastroenteritis,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002220995.1_ASM222099v1
SAMN06042549,stool,gastroenteritis,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002221005.1_ASM222100v1
SAMN06042548,stool,gastroenteritis,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002221015.1_ASM222101v1
SAMN06917284,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002221065.1_ASM222106v1
SAMN06917283,stool,Homo sapiens,Pathogen: clinical or host-associated sample from Vibrio parahaemolyticus,Clinical,GCF_002221075.1_ASM222107v1
